[INFO][2018-05-22 17:26:10,523][org.apache.spark.SparkContext]Running Spark version 1.6.1
[DEBUG][2018-05-22 17:26:11,690][io.netty.buffer.PooledByteBufAllocator]-Dio.netty.allocator.smallCacheSize: 256
[DEBUG][2018-05-22 17:26:11,690][io.netty.buffer.PooledByteBufAllocator]-Dio.netty.allocator.normalCacheSize: 64
[DEBUG][2018-05-22 17:26:11,690][io.netty.buffer.PooledByteBufAllocator]-Dio.netty.allocator.maxCachedBufferCapacity: 32768
[DEBUG][2018-05-22 17:26:11,690][io.netty.buffer.PooledByteBufAllocator]-Dio.netty.allocator.cacheTrimInterval: 8192
[DEBUG][2018-05-22 17:26:11,709][io.netty.util.internal.ThreadLocalRandom]-Dio.netty.initialSeedUniquifier: 0x2bf1a19f689938cf (took 1 ms)
[DEBUG][2018-05-22 17:26:11,728][io.netty.buffer.ByteBufUtil]-Dio.netty.allocator.type: unpooled
[DEBUG][2018-05-22 17:26:11,728][io.netty.buffer.ByteBufUtil]-Dio.netty.threadLocalDirectBufferSize: 65536
[DEBUG][2018-05-22 17:26:11,825][io.netty.util.NetUtil]Loopback interface: lo (Software Loopback Interface 1, 127.0.0.1)
[DEBUG][2018-05-22 17:26:11,825][io.netty.util.NetUtil]\proc\sys\net\core\somaxconn: 200 (non-existent)
[DEBUG][2018-05-22 17:26:11,831][org.apache.spark.network.server.TransportServer]Shuffle server started on port :57594
[INFO][2018-05-22 17:26:11,834][org.apache.spark.util.Utils]Successfully started service 'sparkDriver' on port 57594.
[DEBUG][2018-05-22 17:26:11,836][org.apache.spark.util.AkkaUtils]In createActorSystem, requireCookie is: off
[INFO][2018-05-22 17:26:12,082][akka.event.slf4j.Slf4jLogger]Slf4jLogger started
[INFO][2018-05-22 17:26:12,110][Remoting]Starting remoting
[INFO][2018-05-22 17:26:12,232][Remoting]Remoting started; listening on addresses :[akka.tcp://sparkDriverActorSystem@172.20.142.42:57607]
[INFO][2018-05-22 17:26:12,236][org.apache.spark.util.Utils]Successfully started service 'sparkDriverActorSystem' on port 57607.
[DEBUG][2018-05-22 17:26:12,236][org.apache.spark.SparkEnv]Using serializer: class org.apache.spark.serializer.JavaSerializer
[INFO][2018-05-22 17:26:12,245][org.apache.spark.SparkEnv]Registering MapOutputTracker
[INFO][2018-05-22 17:26:12,257][org.apache.spark.SparkEnv]Registering BlockManagerMaster
[INFO][2018-05-22 17:26:12,268][org.apache.spark.storage.DiskBlockManager]Created local directory at C:\Users\Administrator\AppData\Local\Temp\blockmgr-f9e315c7-90e6-471f-9af1-120ad7b39bac
[INFO][2018-05-22 17:26:12,284][org.apache.spark.storage.MemoryStore]MemoryStore started with capacity 1127.3 MB
[INFO][2018-05-22 17:26:12,338][org.apache.spark.SparkEnv]Registering OutputCommitCoordinator
[DEBUG][2018-05-22 17:26:12,406][org.spark-project.jetty.util.log]Logging to org.slf4j.impl.Log4jLoggerAdapter(org.spark-project.jetty.util.log) via org.spark-project.jetty.util.log.Slf4jLog
[DEBUG][2018-05-22 17:26:12,419][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,419][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-1162410a}
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-1162410a=org.apache.spark.ui.JettyUtils$$anon$1-1162410a}
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-55a8dc49}
[DEBUG][2018-05-22 17:26:12,420][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-55a8dc49=org.apache.spark.ui.JettyUtils$$anon$1-55a8dc49}
[DEBUG][2018-05-22 17:26:12,421][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,421][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,421][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,421][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-7e11ab3d}
[DEBUG][2018-05-22 17:26:12,421][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-7e11ab3d=org.apache.spark.ui.JettyUtils$$anon$1-7e11ab3d}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-5fa47fea}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-5fa47fea=org.apache.spark.ui.JettyUtils$$anon$1-5fa47fea}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-5b43e173}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-5b43e173=org.apache.spark.ui.JettyUtils$$anon$1-5b43e173}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-28f8e165}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-28f8e165=org.apache.spark.ui.JettyUtils$$anon$1-28f8e165}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,422][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-66f66866}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-66f66866=org.apache.spark.ui.JettyUtils$$anon$1-66f66866}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-22fa55b2}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-22fa55b2=org.apache.spark.ui.JettyUtils$$anon$1-22fa55b2}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-6594402a}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-6594402a=org.apache.spark.ui.JettyUtils$$anon$1-6594402a}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-30f4b1a6}
[DEBUG][2018-05-22 17:26:12,423][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-30f4b1a6=org.apache.spark.ui.JettyUtils$$anon$1-30f4b1a6}
[DEBUG][2018-05-22 17:26:12,426][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-38600b}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-38600b=org.apache.spark.ui.JettyUtils$$anon$1-38600b}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-669d2b1b}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-669d2b1b=org.apache.spark.ui.JettyUtils$$anon$1-669d2b1b}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-1ea9f009}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-1ea9f009=org.apache.spark.ui.JettyUtils$$anon$1-1ea9f009}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,427][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,428][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,428][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-5d52e3ef}
[DEBUG][2018-05-22 17:26:12,428][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-5d52e3ef=org.apache.spark.ui.JettyUtils$$anon$1-5d52e3ef}
[DEBUG][2018-05-22 17:26:12,428][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-4e406694}
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-4e406694=org.apache.spark.ui.JettyUtils$$anon$1-4e406694}
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-5ab9b447}
[DEBUG][2018-05-22 17:26:12,429][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-5ab9b447=org.apache.spark.ui.JettyUtils$$anon$1-5ab9b447}
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-41c62850}
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-41c62850=org.apache.spark.ui.JettyUtils$$anon$1-41c62850}
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,431][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-6b530eb9}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-6b530eb9=org.apache.spark.ui.JettyUtils$$anon$1-6b530eb9}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-678040b3}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-678040b3=org.apache.spark.ui.JettyUtils$$anon$1-678040b3}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$1-17f460bb}
[DEBUG][2018-05-22 17:26:12,432][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$1-17f460bb=org.apache.spark.ui.JettyUtils$$anon$1-17f460bb}
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.spark-project.jetty.servlet.DefaultServlet-5f574cc2}
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.spark-project.jetty.servlet.DefaultServlet-5f574cc2=org.spark-project.jetty.servlet.DefaultServlet-5f574cc2}
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,436][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,437][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,437][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$2-2d83c5a5}
[DEBUG][2018-05-22 17:26:12,437][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$2-2d83c5a5=org.apache.spark.ui.JettyUtils$$anon$2-2d83c5a5}
[DEBUG][2018-05-22 17:26:12,441][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,441][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,441][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,441][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/*=com.sun.jersey.spi.container.servlet.ServletContainer-18151a14}
[DEBUG][2018-05-22 17:26:12,441][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={com.sun.jersey.spi.container.servlet.ServletContainer-18151a14=com.sun.jersey.spi.container.servlet.ServletContainer-18151a14}
[DEBUG][2018-05-22 17:26:12,442][org.spark-project.jetty.servlet.ServletHandler]filterNameMap={}
[DEBUG][2018-05-22 17:26:12,442][org.spark-project.jetty.servlet.ServletHandler]pathFilters=null
[DEBUG][2018-05-22 17:26:12,442][org.spark-project.jetty.servlet.ServletHandler]servletFilterMap=null
[DEBUG][2018-05-22 17:26:12,442][org.spark-project.jetty.servlet.ServletHandler]servletPathMap={/=org.apache.spark.ui.JettyUtils$$anon$2-894858}
[DEBUG][2018-05-22 17:26:12,442][org.spark-project.jetty.servlet.ServletHandler]servletNameMap={org.apache.spark.ui.JettyUtils$$anon$2-894858=org.apache.spark.ui.JettyUtils$$anon$2-894858}
[DEBUG][2018-05-22 17:26:12,456][org.spark-project.jetty.util.component.Container]Container org.spark-project.jetty.server.Server@3003697 + SelectChannelConnector@0.0.0.0:4040 as connector
[DEBUG][2018-05-22 17:26:12,458][org.spark-project.jetty.util.component.Container]Container org.spark-project.jetty.server.Server@3003697 + qtp1015122628{8<=0<=0/254,-1} as threadpool
[DEBUG][2018-05-22 17:26:12,459][org.spark-project.jetty.util.component.Container]Container org.spark-project.jetty.server.handler.GzipHandler@304a9d7b + o.s.j.s.ServletContextHandler{/jobs,null} as handler
